subject_category	subject_label	predicate_id	object_id	object_label	match_type	creator_id	mapping_date	subject_id
env_medium	soil	skos:relatedMatch	ENVO:00001998	soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:soil
env_medium	Soil	skos:relatedMatch	ENVO:00001998	soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:Soil
env_medium	ENVO:soil	skos:relatedMatch	ENVO:00001998	soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:ENVO%3Asoil
env_medium	rhizosphere	skos:relatedMatch	ENVO:00005801	rhizosphere	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:rhizosphere
env_medium	Rhizosphere	skos:relatedMatch	ENVO:00005801	rhizosphere	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:Rhizosphere
env_medium	peat soil	skos:relatedMatch	ENVO:00005774	peat soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:peat%20soil
env_medium	Peat soil	skos:relatedMatch	ENVO:00005774	peat soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:Peat%20soil
env_medium	sand	skos:relatedMatch	ENVO:01000017	sand	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:sand
env_medium	Leafy wood soil	skos:relatedMatch	ENVO:00005783	leafy wood soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:Leafy%20wood%20soil
env_medium	surface soil	skos:relatedMatch	ENVO:02000059	surface soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:surface%20soil
env_medium	bulk soil	skos:relatedMatch	ENVO:00005802	bulk soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:bulk%20soil
env_medium	Bulk soil	skos:relatedMatch	ENVO:00005802	bulk soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:Bulk%20soil
env_medium	ENVO:00002259	skos:relatedMatch	ENVO:00002259	agricultural soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:ENVO%3A00002259
env_medium	ENVO:00005740	skos:relatedMatch	ENVO:00005740	paddy field soil	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-11T11:05:31	biosample_ebs:ENVO%3A00005740
